Rowno,Count,Count,Row,Row,Row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,8,"1,19,26,30,37,39,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","1,19,26,30,37,39,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",1,19,26,30,37,39,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8,8,"3,19,24,28,41,43,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,19,24,28,41,43,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,19,24,28,41,43,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,8,8,"4,12,15,17,34,43,49,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,12,15,17,34,43,49,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,12,15,17,34,43,49,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,8,8,"12,21,22,24,25,27,28,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,21,22,24,25,27,28,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",12,21,22,24,25,27,28,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7,7,"2,3,12,16,28,31,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","2,3,12,16,28,31,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",2,3,12,16,28,31,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,7,"2,19,20,26,38,43,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","2,19,20,26,38,43,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",2,19,20,26,38,43,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7,7,"2,15,22,25,49,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","2,15,22,25,49,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",2,15,22,25,49,53,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7,7,"3,15,22,27,33,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,15,22,27,33,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,15,22,27,33,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,7,7,"5,15,19,22,27,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,15,19,22,27,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,15,19,22,27,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,7,7,"5,7,15,21,30,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,7,15,21,30,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,7,15,21,30,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,7,7,"5,17,37,39,40,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,17,37,39,40,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,17,37,39,40,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7,7,"7,16,22,31,43,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,16,22,31,43,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,16,22,31,43,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,7,7,"10,15,19,22,42,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","10,15,19,22,42,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",10,15,19,22,42,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7,7,"16,25,41,42,44,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","16,25,41,42,44,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",16,25,41,42,44,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,7,7,"19,30,34,49,51,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","19,30,34,49,51,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",19,30,34,49,51,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,7,7,"20,,25,26,30,38,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","20,,25,26,30,38,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",20,,25,26,30,38,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,6,"1,12,16,24,28,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","1,12,16,24,28,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",1,12,16,24,28,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,6,6,"3,7,26,28,41,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,7,26,28,41,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,7,26,28,41,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6,6,"5,12,17,31,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,12,17,31,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,12,17,31,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6,6,"5,17,28,40,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","5,17,28,40,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,17,28,40,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,5,5,"7,12,15,33,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,12,15,33,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,12,15,33,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6,6,"7,12,15,22,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","7,12,15,22,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",7,12,15,22,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,6,6,"9,17,30,37,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","9,17,30,37,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",9,17,30,37,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6,6,"12,14,20,25,38,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,14,20,25,38,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",12,14,20,25,38,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6,6,"15,22,28,41,43,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,22,28,41,43,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,22,28,41,43,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,6,6,"16,28,30,43,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","16,28,30,43,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",16,28,30,43,49,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,6,6,",19,35,55,28,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",19,35,55,28,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,19,35,55,28,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5,5,"2,17,41,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","2,17,41,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",2,17,41,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5,5,"3,28,31,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,28,31,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,28,31,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5,5,",3,20,16,35,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",3,20,16,35,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,3,20,16,35,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5,5,"3,16,24,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","3,16,24,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",3,16,24,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,5,"4,24,37,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","4,24,37,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",4,24,37,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,5,5,"15,22,24,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,22,24,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,22,24,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5,5,"12,13,28,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","12,13,28,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",12,13,28,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,5,5,"15,17,19,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","15,17,19,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",15,17,19,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5,5,"19,30,34,43,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","19,30,34,43,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",19,30,34,43,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
